bicCode,Country,City,Company
CBTU,Switzerland,LA CROIX (LUTRY),CONT-ASPHALT LTD.
CBXU,Netherlands,Amsterdam,CBOX CONTAINERS EQUIPMENT BV
CCCU,Germany,HAMBURG,CONRAIL CONTAINER GMBH
CCDU,Germany,SEEVETAL,CONRO CONTAINER GMBH
CCEU,HK,Hong Kong,JUNTAI CONTAINER COMPANY LIMITED
CCGU,Switzerland,CAROUGE-GENEVE,CATU CONTAINERS SA
CCHU,Belgium,TERTRE,YARA TERTRE S.A
CCKU,Hungary,Martonvásár,CENTRAL CONTAINER LTD
CCLU,HK,"Kwai Chung, New Territories","COSCO SHIPPING DEVELOPMENT (ASIA) CO.,LTD"
CCMU,Italy,Rome,MERCITALIA RAIL
CCOU,United States,"RHOME, TX-76078",A-GAS AMERICAS (REFRIGERANTS & CARBON OFFSETS)
CCPU,United States,Los Angeles,YOU FIRST EXPRESS DBA CONTAINER CHASSIS AND PARTS
CCRU,Netherlands,Rotterdam,EUROTAINER SA
CCSU,Denmark,HELSINGE,SERVIAL CC
CCTU,United Kingdom,LONDON SW10 9UH,CRAIGS CONTAINER COMPANY
CCUU,United Arab Emirates,DUBAI,M/S HIKARU SHIPPING LINE DMCC
CCXU,France,NEUILLY SUR SEINE CEDEX,CCR CONTAINERS SAS
CCYU,Cyprus,Nicosia,CHIMI ART (CYPRUS) LTD
CDAU,Turkey,ISTANBUL,CDA LOJISTIK A.S.
CDDU,"Virgin Islands, British",TORTOLA,CONTAINER PROVIDERS INTL (BVI) LTD
CDKU,Denmark,HVIDOVRE,CONTAINERLAND DANMARK
CDMU,Germany,UNTERFOEHRING,CONTAINER DEPOT MUNCHEN GMBH
CDNU,France,SAINT BARTHELEMY,COMPAGNIE DES ILES DU NORD
CDSU,Canada,"Montreal, H1Z 4M6",CIRQUE DU SOLEIL INC.
CEAU,France,VALOGNES,ORANO TN INTERNATIONAL
CECU,France,NEUILLY SUR SEINE CEDEX,CCR CONTAINERS SAS
CEFU,Japan,"MAIZURU, KYOTO",SOLAR ENERGY FACTORY CO LTD
CEIU,Canada,VAUDREUIL-DORION,CONTENEURS EXPERTS INC
CEMU,Germany,LEVERKUSEN,CHEMION LOGISTIK GMBH
CENU,Spain,Sevilla,"CUADROS ELECTRICOS NAZARENOS, S.L."
CEOU,United States,"SAN FRANCISCO, CA 94108",TEXTAINER EQUIPMENT MANAGEMENT LIMITED
CEPU,Italy,CALATAFIMI SEGESTA (TP),C.E.P S.R.L
CERU,United Kingdom,DAI7 6JY,RIVERSIDE RESOURCE RECOVERY LTD
CESU,United States,"SAN FRANCISCO, CA 94105",CAI INTERNATIONAL
CETU,Greece,PIRAEUS,CAREL S.A.
CEUU,HK,HONG KONG,CHINA EASTERN CONTAINERS LIMITED
CEXU,Italy,NAPOLI   NA,CHEMICAL EXPRESS SRL
CFBU,Germany,Waldstetten,CHEMISCHE FABRIK KARL BUCHER GMBH
CFCU,Canada,"OTTAWA, ONTARIO  K1A OK2",DEPARTMENT OF NATIONAL DEFENCE (DND)
CFHU,China,Longkou,"SHANDONG CONGLIN FRUEHAUF AUTOMOBILE CO.,LTD"
CFIU,Italy,roma,CFI INTERMODAL SRL
CFLU,Singapore,Singapore,CRYOFLEET PTE LTD
CFMU,"Moldova, Republic of",KISHINEV,STATE ENTERPRISE RAILWAYS OF MOLDOVA
CFRU,Russian Federation,MOSCOW,CF&S RUSSIA LTD
CFXU,Costa Rica,SAN JOSE,PRAXAIR COSTA RICA S.A.
CGAU,Australia,MULGRAVE NSW,CUSTOMISED GAS AUSTRALIA GROUP PTY LTD
CGBU,Australia,YENNORA,COREGAS PTY LTD
CGCU,Italy,PERUGIA,C.A.B. COOPERATIVA AUTOTRASPORTATORI SOC.COOP
CGGU,Norway,LAKSEVAAG,SEABED GEOSOLUTIONS AS
CGHU,France,MARSEILLE CEDEX 02,CMA-CGM
CGIU,United States,"SAN RAMON , CA 94583",CONGLOBAL INDUSTRIES
CGKU,HK,HONG KONG,CGK INTERNATIONAL LIMITED
CGLU,France,THANN,MILLENNIUM INORGANIC CHEMICALS THANN SAS
CGMU,France,MARSEILLE CEDEX 02,CMA-CGM
CGOU,Congo,POINTE NOIRE,AIR LIQUIDE CONGO
CGRU,Spain,ZIERBENA,CARGOR BIZKAIA S.L.
CGSU,Italy,MONZA (MB),SAPIO PRODUZIONE IDROGENO OSSIGENO SRL
CGTU,France,MARSEILLE CEDEX 02,CMA-CGM
CHCU,Ecuador,GUAYAQUIL,CHALLENGE CONTAINER LOGISTIC INC
CHDU,Denmark,Harboöre,CHEMINOVA  A/S
CHEU,Russian Federation,Yaroslavl,LLC CHEMRESURS
CHHU,Germany,HAMBURG,CLH CONTAINER LOGISTIC HAMBURG GMBH & CO KG
CHIU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
CHLU,Spain,MADRID,"MARGUISA SHIPPING LINES, S.L.U."
CHMU,Germany,LANGELSHEIM,ALBEMARLE GERMANY GMBH
CHQU,Brazil,VITORIA-ES,CHEMBRO QUIMICA LTDA
CHRU,United States,"WILMINGTON, DE-19898",CHEMOURS COMPANY FC LLC
CHSU,Germany,BREMEN,CHS CONTAINER HANDEL GMBH
CHTU,HK,Hong-Kong,"COHERENT BOX INTERNATIONAL CO., LTD"
CHVU,Austria,WIEN,CHV CONTAINERHANDELS UND VERMIETUNGSGES MBH
CHXU,Norway,STRUSSHAMN,CHEMCO AS
CIAU,Italy,CORMANO,GEODIS RT ITALIA SRL
CIBU,Switzerland,LA CROIX (LUTRY),CONT-ASPHALT LTD.
CICU,China,GUANGDONG,CIMC CONTAINERS HOLDING COMPANY LTD
CIGU,France,MONTEVRAIN,EDF
CILU,United Kingdom,LONDON SW19 7QD,CARGOSTORE WORLDWIDE TRADING LIMITED
CIOU,Italy,GENOA,CENTRO INTERNAZIONALE STUDI CONTAINERS (C.I.S.CO.)
CIPU,United States,"SAN FRANCISCO, CA 94105",CAI INTERNATIONAL
CISU,Italy,RAVENNA RA,CON.S.AR. SOC. COOP. CONS.
CJKU,"Korea, Republic of",SEOUL,CJ KOREA EXPRESS
CJTU,Netherlands,'s-Hertogenbosch,L & T B.V.
CJYU,China,CHONGQING,"CHONGQING TRANSPORTATION HOLDING (GROUP) CO,LTD"
CKCU,HK,HONG KONG,SOLSINO LTD
CKEU,HK,HONG KONG,CELERITY TANK LOGISTICS (CHINA) LTD
CKFU,China,LIANYUNGANG CITY,LIANYUNGANG C-K FERRY CO LTD
CKHU,United States,New York,CLEANCOR ENERGY SOLUTIONS LLC
CKLU,India,MUMBAI,CEEKAY SHIPPING AND MARINE SERVICES LTD
CKNU,Germany,IPHOFEN,KNAUF GIPS KG
CKRU,United States,Naperville,WANGYU INVESTMENT CORPORATION
CKSU,"Korea, Republic of",SEOUL,CK LINE CO LTD
CKTU,Netherlands,WAALWIJK,COOL WORLD NEDERLAND BV
CKXU,United States,"MCLEAN, VA 22101","CAKEBOXX TECHNOLOGIES,LLC"
CLCU,Czech Republic,PRAHA,CARU PRAHA S.R.O
CLDU,Belgium,ZEEBRUGGE,CLDN CARGO NV
CLEU,United States,"Norwell, MA 02061","CLEAN HARBORS ENVIRONMENTAL SERVICES, INC"
CLHU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
CLIU,Italy,BENTIVOGLIO - BO,CLBT S.R.L
CLJU,United Arab Emirates,DUBAI,CLK TRANSPORT AND TRADING FZE
CLKU,"Korea, Republic of",Seoul,"CITY AIRPORT, LOGIS&TRAVEL"
CLLU,United Kingdom,ESSEX CO7 6RB,CASSILON LIMITED
CLOU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CLPU,India,Mumbai,CARGOSOL LOGISTICS PVT.LTD.
CLQU,United Kingdom,Edinburgh,CLIQ CONTAINER TRADING LIMITED
CLRU,Italy,Ravenna,C.L.T. SOC. COOP. A R.L.
CLSU,India,CHENNAI,CARAVEL LOGISTICS PRIVATE LIMITED
CLTU,Switzerland,PARADISO - LUGANO,SOGECO INTERNATIONAL SA
CLVU,United Kingdom,STOCKTON ON TEES,CLEVELAND CONTAINERS
CLWU,Finland,YLIKIIMINKI,CONLOG OY
CLXU,Cayman Islands,GRAND CAYMAN,AMPLE HARVEST CONTAINER FUND SPC
CMAU,France,MARSEILLE CEDEX 02,CMA-CGM
CMCU,United States,"JACKSONVILLE, FL 32225",CROWLEY LINER SERVICES INC
CMEU,Poland,WROCLAW,SPARTANK SP. Z.O.O
CMGU,Spain,MADRID,CEMENGAL SA
CMIU,United States,"Las Vegas, NV 89101","INTERMOBILE CONTAINER, LLC"
CMLU,"Korea, Republic of",SEOUL,"JAEBUM CO.,LTD."
CMNU,France,MARSEILLE CEDEX 02,CMA-CGM
CMOU,Russian Federation,MOSCOW,LLC CRYOR
CMRU,Cameroon,DOUALA,AIR LIQUIDE CAMEROUN
CMTU,Denmark,GENTOFTE,IJ-CONTAINER APS
CMUU,Germany,HAMBURG,HAPAG LLOYD A.G
CMYU,Malaysia,"SHAH ALAM, SELANGOR",CRYOTECH LOGISTICS SDN BHD
CMZU,Mozambique,PO BOX 236 - BEIRA,CORNELDER DE MOZAMBIQUE S.A
CNAU,France,SAINT-DENIS LA PLAINE,TECHNIC-FRANCE
CNCU,France,MARSEILLE CEDEX 02,CMA-CGM
CNEU,United States,"SAN FRANCISCO, CA 94105",CAI INTERNATIONAL
CNIU,Denmark,Copenhagen,MAERSK A/S
CNSU,United States,"San Francisco, CA 94111-2602",SPINNAKER LEASING CORPORATION
CNWU,Poland,Radzymin,BABRA-POL SZYMON RZEPECKI
CNXU,France,Issy les Moulineaux,IFREMER
COCU,Netherlands,ROTTERDAM,SAMSKIP MCL BV
CODU,Singapore,Singapore,CROSSOVER ASSET MANAGEMENT (SINGAPORE) PTE LTD
COGU,France,VALOGNES,ORANO TN INTERNATIONAL
COMU,Australia,WARATAH,COMMONWEALTH STEEL COMPANY PTY LTD
CONU,United States,"FT.LAUDERDALE, FL 33308",CONTAINER OF AMERICA LLC
COOU,Germany,BREMEN,CO-OPERATOR CONTAINER TRANSPORT & LOGISTIC GMBH
COPU,Cyprus,LIMASSOL,MAXX SERVICES LIMITED
COQU,Spain,MADRID,CONCISA
CORU,Netherlands,ROTTERDAM,CARU CONTAINERS BV
COXU,Sri Lanka,Colombo,CEYLON OXYGEN LIMITED
COYU,United Kingdom,RICHMOND SURREY,CONTAINENTAL LTD
COZU,Denmark,Copenhagen,MAERSK A/S
CPAU,France,AVIGNON CEDEX 09,COMBIPASS SAS
CPBU,HK,TST,CANONS PARK EQUIPMENT CO LTD
CPDU,United States,"KAPOLEI, HI 96707-1807",IES DOWNSTREAM LLC
CPFU,Italy,BITONTO,CONSERVA SPA
CPGU,Netherlands,ROTTERDAM,CARRIER REEFERS & GENSETS BV DIVISION OF CARRIER TRANSICOLT
CPHU,Denmark,HOERSHOLM,CHR HANSEN A/S
CPIU,United Arab Emirates,DUBAI,CONTAINER PROVIDERS OMCC LTD
CPLU,Netherlands,RUCPHEN,CONTAINERPLUS BV
CPPU,Canada,"MISSISSAUGA, ONT L5C 4R3",CANADIAN PACIFIC RAILWAY COMPANY
CPSU,Germany,HAMBURG,HAPAG LLOYD A.G
CPTU,Russian Federation,Krasnoyarsk,TK SRT
CPWU,"Virgin Islands, British",TORTOLA,CONTAINER PROVIDERS INTL (BVI) LTD
CRAU,Costa Rica,ALAJUELA,CARBOX CO-DOS DE COSTA RICA
CRBU,China,DALIAN,CHINA RAILWAY TIELONG CONTAINER LOGISTIC CO LTD DALIAN LOGISTIC BRANCH
CRDU,Germany,HAMBURG,CARDO FACILITY AND LOGISTIC SERVICES GMBH
CRFU,Italy,Roma,C.R. TECHNOLOGY SYSTEMS S.P.A.
CRGU,Germany,MANNHEIM,CARGOTAINER GMBH
CRHU,Romania,Bucharest,CROS CONSTRUCT SRL
CRJU,China,BEIJING,CHINA RAILWAY INTERNATIONAL MULTIMODAL TRANSPORT CO.LTD
CRKU,Germany,KOELN,CURT RICHTER SE
CRLU,United States,"WOODCLIFF LAKE, N.J. 07677",SEACUBE CONTAINERS LLC
CRMU,"Korea, Republic of",SEOUL,ACE ENGINEERING CO LTD
CRNU,Indonesia,JAKARTA,PT INDONESIA RUIPI NICKEL AND CHROME ALLOY
CROU,"Korea, Republic of",Busan,"CRYOS CO., LTD."
CRPU,Portugal,VILA DO CONDE,CIMAR RENTING SA
CRRU,United States,"CHICKASAW, AL-36611",CRIMSON SHIPPING CO. INC.
CRSU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CRTU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CRUU,Germany,Hamburg,CR CONTAINER TRADING GMBH
CRXU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CRYU,Netherlands,SCHIEDAM,CRYOTAINER BV
CSAU,Mexico,"VILLAHERMOSA, TABASCO",CORPORATIVO DE SERVICIOS AMBIENTALES S.A DE C.V
CSCU,United Arab Emirates,DUBAI,CONTAINER SOLUTIONS CO LLC
CSFU,France,MARSEILLE CEDEX 02,CMA-CGM
CSHU,United Kingdom,"SUNDERLAND, SR4 6SJ",CONTAINER SALES & HIRE LTD
CSIU,United States,QUINCY MA-02169,CSI GROUP LLC
CSLU,HK,"Kwai Chung, New Territories","COSCO SHIPPING DEVELOPMENT (ASIA) CO.,LTD"
CSNU,China,Shanghai,COSCO SHIPPING LINES CO LTD
CSOU,France,MARSEILLE CEDEX 02,CMA-CGM
CSPU,Denmark,RISSKOV,CONTAINERSPOT A/S
CSQU,Germany,HAMBURG,HAPAG LLOYD A.G
CSRU,Italy,SOMAGLIA (LO),CRYO SERVICE SRL
CSSU,United Kingdom,"SUNDERLAND, SR4 6SJ",CONTAINER SALES & HIRE LTD
CSTU,Germany,BREMERHAVEN,CONTAINER-SERVICE FRIEDRICH TIEMANN GMBH
CSUU,Germany,HAMBURG,CONTAINER SPEDITIONS UND TRANSPORT GMBH
CSVU,Germany,HAMBURG,HAPAG LLOYD A.G
CSWU,"Korea, Republic of",Naju,3M KOREA HIGH TECH
CSZU,United States,"Reno, NV 89521",CONTAINER STORAGE
CTAU,New Zealand,CHRISTCHURCH,COOLTAINER NEW ZEALAND LIMITED
CTBU,Bulgaria,VARNA,CONTAINER TRADER LTD.
CTCU,Switzerland,GENEVE,TERMCOTANK SA
CTFU,Italy,FIORENZUOLA D'ARDA PC,CON.A.P. SCRL
CTHU,United States,"STOCKTON, CA 95206",CHEMICAL TRANSFER CO. INC.
CTIU,India,Vadodara,CHLORITECH INDUSTRIES
CTKU,Spain,CASTELLBISBAL (BARCELONA),CONTANK S.A.
CTLU,Netherlands,ROTTERDAM,CTL-ICS B.V.
CTMU,Belgium,ANTWERP,CETEM CONTAINERS N.V.
CTNU,Germany,Mannheim,CONTARGO GMBH & CO. KG
CTPU,Indonesia,JAKARTA,PT PELAYARAN CARAKA TIRTA PERKASA
CTQU,Canada,Louiseville,CTR INTERNATIONAL INC.
CTRU,Netherlands,VALKENSWAARD,H.ESSERS TRANSPORT COMPANY NEDERLAND BV
CTSU,France,CODOLET,CYCLIFE FRANCE SA
CTTU,Turkey,ISTANBUL,CANTAS IC VE DIS TIC.SOG.SIS.SAN.A.S.
CTUU,Czech Republic,Bustehrad,CZECH TECHNICAL UNIVERSITY IN PRAGUE
CTWU,United States,"WOODCLIFF LAKE, N.J. 07677",SEACUBE CONTAINERS LLC
CTXU,Austria,WIENER NEUDORF,CONTAINEX CONTAINER -HANDELSGESELLSCHAFT MBH
CUBU,Netherlands,ROTTERDAM,CARU CONTAINERS BV
CUCU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CUNU,Norway,EIDSVAGNESET,COMBIUNITS AS
CVAU,United States,"BAYTOWN,TX",TAYLOR-WHARTON AMERICA INC
CVVU,Indonesia,"CIKARANG, BEKASI",CV SUKSES MAJU BERSAMA
CWFU,HK,Causeway Bay,SITC COWIN SUPPLY CHAIN LIMITED
CWLU,South Africa,DURBAN,CONTAINERWORLD (PTY) LTD
CWSU,Netherlands,MOERDIJK,GCATAINER BV
CWTU,United Kingdom,LONDON SW19 7QD,CARGOSTORE WORLDWIDE TRADING LIMITED
CWWU,United States,Rowland Heights,"CONTAINER WORLD-WIDE, INC"
CXCU,United States,"OAKLAND, CA 94610","MATSON NAVIGATION COMPANY, INC"
CXDU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CXHU,HK,"CAUSEWAY BAY, HONG KONG",CEX (HKG) LIMITED
CXIU,Denmark,TAASTRUP,TITAN CONTAINERS A/S
CXLU,China,"CANGZHOU CITY, HEBEI PROVINCE",CANGZHOU SUNHEAT CHEMICALS CO LTD
CXNU,India,NEW DELHI,CONTAINER CORPORATION OF INDIA LTD.
CXPU,France,PIERRELATTE CEDEX,ORANO CYCLE
CXRU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CXSU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CXTU,Barbados,BRIDGETOWN BB11144,SEACO SRL
CXWU,United States,San Francisco,CONEXWEST
CYAU,United States,"RENO, NV 89523","CYANCO INTERNATIONAL,LLC"
CYCU,Poland,BANINO,TRANSPLANNER SP ZOO
CYDU,HK,CENTRAL HONG KONG,CRYODIRECT LIMITED
CYLU,France,ENNERY,CRYOLOR
CYZU,China,Wuhan,"CRRC YANGTZE CO., LTD."
CZLU,France,MARSEILLE CEDEX 02,CMA-CGM
CZPU,Austria,SALZBURG,CONZEPT CONTAINER MODULBAU & HANDEL GMBH
CZZU,United States,"SAN FRANCISCO, CA 94105",CAI INTERNATIONAL
DAAU,Denmark,BALLERUP,DANISH MINISTRY OF DEFENCE ACQUISITION AND LOGISTICS ORGANISATION
DACU,Denmark,Nordhavn,DANCONTAINER A/S
DADU,Netherlands,NUMANSDORP,TANKTRAILER NEDERLAND
DAIU,Japan,OSAKA,"DAIKIN INDUSTRIES, LTD"
DAKU,Sudan,PORT SUDAN,DARKA FOR TRADING & SERVICES CO. LTD
DAMU,Netherlands,ROTTERDAM,CARU CONTAINERS BV
DAWU,United Kingdom,THAME,GLENCORE AGRICULTURE UK LTD
DAXU,Spain,MADRID,NAVIERA DIRECT AFRICA LINE S.A
DAYU,Germany,HAMBURG,DAL DEUTSCHE AFRIKA-LINIEN GMBH & CO
DBCU,United States,"CHEHALIS, WA-98532",DRY BOX INC
DBOU,Netherlands,SUSTEREN,DE BOER CONTAINER TRADING B.V.
DBRU,Malaysia,MONT\'KIARA,DRILL BASE OIL RESOURCES SDN BHD
DBVU,Germany,DEGGENDORF,DBV BAUMASCHINEN & BAUGERAETEVERTRIEBS GMBH
DBXU,Germany,MAINZ,DB CARGO AG
DBZU,Turkey,"KABATAS-BEYOGLU, ISTANBUL",ISTALKO ALKOL TRANSIT TICARET LIMITED SIRKETI
DCAU,France,RAMBOUILLET CEDEX,CACI
DCHU,Russian Federation,"Kineshma, Ivanovo region",DMITRIEVSKY CHEMICAL PLANT - PRODUCTION
DCIU,United States,"AVENEL, NJ 07001",DANA CONTAINER INC.
DCLU,Germany,Hanstedt,DEUCON CHEMIELOGISTIK GMBH
DCMU,France,VILLACOUBLAY,MINISTERE DE LA DEFENSE (CSOA/SIMMT)
DCNU,France,ST DENIS CEDEX,EDF DCN
DCOU,United Kingdom,BARRY CF63 2YL,DOW SILICONES UK LIMITED
DCSU,Denmark,NOERRESUNDBY,DANISH CONTAINER SUPPLY
DCTU,Switzerland,DUERRENAESCH,BERTSCHI AG
DCXU,Sweden,BOHUS,NOURYON PPC AB
DDAU,Germany,WERK STADE,DOW DEUTSCHLAND ANLAGEN GMBH
DDCU,Germany,HAMBURG,DAL DEUTSCHE AFRIKA-LINIEN GMBH & CO
DDDU,China,Shanghai,WNG CONTAINER SERVICE CO LIMITED
DDEU,Belgium,LONDERZEEL-MALDEREN,DE DECKER - VAN RIET BVBA
DEAU,Russian Federation,ST PETERSBURG,JSC ECOMET-S
DEBU,Switzerland,COSSONAY-VILLE,NASACO INTERNATIONAL LIMITED
DECU,India,HYDERABAD,DECCAN FINE CHEMICALS INDIA PRIVATE LIMITED
DEKU,Russian Federation,SAINT PETERSBURG,FORVARD TRANS SERVICE LTD
DELU,United States,OAKLAND,AMARAL INDUSTRIES COMMON LAW
DENU,United States,"LONG BEACH, CA 90810",HARDING CONTAINERS INTERNATIONAL INC.
DFDU,Denmark,HEDEHUSENE,DSV ROAD HOLDING A/S
DFIU,Bermuda,"HAMILTON, HM",VENTURA TRADING LTD
DFLU,Russian Federation,MOSCOW,LLC DFI-TT
DFOU,HK,Hong Kong,FLORENS ASSET MANAGEMENT COMPANY LIMITED
DFSU,HK,Hong Kong,FLORENS ASSET MANAGEMENT COMPANY LIMITED
DFVU,India,Navsari,DESAI FRUITS VENTURE PRIVATE LTD
DFWU,United States,"BURLESON, TX-76028",STEEL CONTAINERS NET
DGFU,Switzerland,BASEL,DANMAR LINES LTD
DGGU,United Kingdom,Milton Keynes,DAWSONGROUP GLOBAL
DGIU,United States,"Houston, TX 77078",ISOCHEM LOGISTICS LLC
DGRU,China,Shanghai,"SHANGHAI DONG GUILIAN CONTAINER RENTAL CO.,LTD"
DHBU,United Kingdom,Hull,DEN HARTOGH DRY BULK LOGISTICS
DHDU,Netherlands,ROTTERDAM,DEN HARTOGH GLOBAL BV
DHGU,Netherlands,ROTTERDAM,DEN HARTOGH GAS LOGISTICS
DHIU,Netherlands,ROTTERDAM,DEN HARTOGH LIQUID LOGISTICS BV
DHRU,Netherlands,ROTTERDAM,DEN HARTOGH LIQUID LOGISTICS BV
DHZU,Italy,POZZUOLO MARTESANA (MI),DHL GLOBAL FORWARDING (ITALY) S.P.A
DIAU,Singapore,Singapore,DREDGING INTERNATIONAL ASIA PACIFIC PTE LTD
DIDU,Switzerland,DUERRENAESCH,BERTSCHI AG
DIGU,"Korea, Republic of",GYEONGGI-DO,DAESUNG INDUSTRIAL GASES CO.LTD
DILU,Solomon Islands,Honiara SB,DOUGLAS INDUSTRIAL & LOGISTICS (SI) LTD
DINU,Sri Lanka,Colombo,DINLANKA LOGISTICS (PVT) LTD
DISU,Mayotte,MAMOUDZOU,STAR
DJCU,Belgium,ANTWERPEN,DJ CONTAINERS BVBA SARL
DJLU,"Korea, Republic of",SEOUL,"DONGJIN SHIPPING CO,LTD"
DKLU,Netherlands,BREDA,ROYAL NETHERLANDS AIR FORCE
DKOU,"Korea, Republic of",SEOUL,DAELIM CORPORATION
DLAU,Netherlands,HELLEVOETSLUIS,DENTOON BV
DLFU,Italy,CROTONE KR,D'ALFONSO AUTOTRASPORTI SRL
DLHU,China,HONGKONG,HONGKONG DALIANG MARINE LIMITED
DLKU,Bermuda,HAMILTON,STOLT TANK CONTAINERS LEASING LTD
DLMU,Germany,BREMEN,DLM DIENSTLEISTUNGEN & MANAGEMENT GMBH
DLSU,France,CORBAS,DELTA SERVICE LOCATION
DLTU,Russian Federation,VLADIVOSTOK,DALREFTRANS LTD
DLVU,United States,"Seattle, WA 98119",DELVER AGENTS LLC
DMBU,Netherlands,GORINCHEM,DAMEN SHIPYARDS GORINCHEM
DMEU,Russian Federation,Pervomaysky workers settlement,DME AEROSOL LLC
DMIU,United States,Burlington,DESKTOP METAL
DMLU,United Kingdom,Enfield,DOLPHIN MOVERS LIMITED
DMZU,Ukraine,KYIV,LLC TEHINVESTPOSTACH
DNAU,Barbados,BRIDGETOWN BB11144,SEACO SRL
DNCU,Denmark,Nordhavn,DANCONTAINER A/S
DNEU,Germany,MAINZ,DOERSAM + NICKEL TRANSPORT GMBH
DNRU,Russian Federation,MOSCOW,SPECTRANSGARANT LLC
DNSU,Kazakhstan,ASTANA,JSC NAC KAZATOMPROM
DNVU,United Kingdom,LONDON SW19 7QD,CARGOSTORE WORLDWIDE TRADING LIMITED
DOCU,United States,"SEATTLE, WA 98115",USDOC NOAA / PMEL
DODU,United States,"SCOTT AFB,IL 62225-5006",MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND
DOGU,Canada,New Westminster,BIG DOG CONTAINERS INC
DOLU,United Arab Emirates,DUBAI,DOLPHIN LINE SHIPPING LLC
DONU,Italy,RAVENNA RA,COMMISSIONARIA S.R.L.
DOVU,Turkey,IZMIR,DONMEZ VARIL AS
DOWU,Argentina,BUENOS AIRES,PBBPOLISUR S.R.L
DPCU,United States,"WILMINGTON, NC 19805",DUPONT
DPIU,France,MONTEVRAIN,EDF
DPKU,Italy,BRINDISI,UNITED NATIONS LOGISTICS BASE
DPSU,United States,"EAGAN, MN 55121","DART PORTABLE STORAGE, INC"
DRAU,Panama,"MARBELLA,",DRACONTAINERS CORP
DRSU,Netherlands,OSS,FILTERCARE BV
DRYU,United States,"WOODCLIFF LAKE, N.J. 07677",SEACUBE CONTAINERS LLC
DSLU,HK,"Hong Kong, Wan Chai",DANUBE SHIPPING SERVICE LIMITED
DSNU,France,St Paul Lez Durance,CEA
DSRU,Spain,Santa Cruz de Tenerife,"DISA RED DE SERVICIOS PETROLIFEROS, S.A."
DSSU,Indonesia,SOUTH JAKARTA,PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL IND
DSTU,Czech Republic,DUKOVANY,DMS S.R.O.
DSZU,HK,HONG KONG,DRAGON GROUP
DTCU,India,Hyderabad,DECCAN TRANSCON LEASING PVT LTD
DTGU,United Kingdom,ABERDEEN,NIPPON GASES OFFSHORE LIMITED
DTLU,Netherlands,BERGSCHENHOEK,DANTECO INDUSTRIES BV
DTOU,Switzerland,GENEVE,TERMCOTANK SA
DTPU,Bermuda,"HAMILTON, HM",VENTURA TRADING LTD
DTXU,United States,"LONG BEACH, CA 90810",HARDING CONTAINERS INTERNATIONAL INC.
DUCU,Cyprus,LIMASSOL,DUTCH ANTILLEAN CONTAINER LEASING NV
DUTU,Netherlands,Barendrecht,DUTCHTAINER
DUVU,Belgium,Puurs,DUVEL MOORTGAT NV
DVKU,Russian Federation,St. Petersburg,SELENA LTD
DVRU,France,MARSEILLE CEDEX 02,CMA-CGM
DWAU,Belgium,ANTWERPEN  4,EVONIK DEGUSSA ANTWERPEN N.V
DWBU,Germany,WARSTEIN,WARSTEINER BRAUEREI
DWFU,"Korea, Republic of",JEONBUK,"DONGWOO FINE CHEM CO, LTD"
DXIU,Indonesia,JAKARTA,PT. DEXIN STEEL INDONESIA
DXTU,Argentina,BUENOS AIRES,DIOXITEK SA
DYLU,"Korea, Republic of","Jung-gu, Seoul","DONGYOUNG SHIPPING CO.,LTD"
DZLU,Poland,BOLESLAWIEC,TORINO GRAZYNA NYCZ
EACU,HK,HONG KONG,EAG INTERNATIONAL CONTAINER LIMITED
EADU,France,LES MUREAUX,EADS SPACE TRANSPORTATION SAS
EAFU,United Kingdom,"BH15 3SS, POOLE",AGI
EAGU,Switzerland,ZURICH,ERNST AUTOTRANSPORT AG
EAIU,Uruguay,MONTEVIDEO,"CSRU LOCACOES DE EQUIPAMENTOS, VEICULOS E TRANSPORTE S.A"
EALU,Malaysia,Penang,EUROASIA TOTAL LOGISTICS (M) SDN. BHD.
EAMU,United States,"TAMPA, FL 33619","ASSOCIATED ASPHALT TAMPA, LLC"
EARU,HK,HONG KONG,"EURO-ASIAN RUISHENG INDUSTRIAL CO,LIMITED"
EASU,United States,"SAN FRANCISCO, CA 94109",WATERFRONT CONTAINER LEASING CO INC.
EAXU,China,TIANJIN,EAS INTERNATIONAL SHIPPING CO LTD.
EBCU,Germany,Hamburg,TWS TANKCONTAINER-LEASING GMBH & CO KG
ECAU,Germany,AURICH,ENERCON GMBH
ECBU,Belgium,ZEEBRUGGE,EUROPEAN CONTAINERS  NV
ECCU,France,Beynost,ALOREM
ECEU,France,STRASBOURG CEDEX 1,HQEC
ECIU,Netherlands,AMSTERDAM,ECEM BV
